MRNA_Nc	K27_Nc	MRNA_Nd	K27_Nd	MRNA_Nt	K27_Nt
Nc|NCU01388	no	Nd|NEUDI1_164999	no	Nt|NEUTE1_57376	no
Nc|NCU01389	no	Nd|NEUDI1_89696	no	Nt|NEUTE1_144067	no
Nc|NCU01390	no	Nd|NEUDI1_71373	no	Nt|NEUTE1_57368	no
Nc|NCU01391	no	Nd|NEUDI1_71373	no	Nt|NEUTE1_115835	no
Nc|NCU01392	no	NONE	NA	NONE	NA
Nc|NCU01393	no	Nd|NEUDI1_165001	no	Nt|NEUTE1_57363	no
Nc|NCU01394	no	Nd|NEUDI1_123152	no	Nt|NEUTE1_35156	no
Nc|NCU01395	no	Nd|NEUDI1_165002	no	Nt|NEUTE1_144062	no
Nc|NCU01396	no	Nd|NEUDI1_51297	no	Nt|NEUTE1_97845	no
Nc|NCU01397	no	Nd|NEUDI1_71384	no	Nt|NEUTE1_76042	no
Nc|NCU01398	no	Nd|NEUDI1_71384	no	Nt|NEUTE1_127505,NEUTE1_76042	no,no
Nc|NCU01399	no	Nd|NEUDI1_52287	no	Nt|NEUTE1_57354	no
Nc|NCU01400	no	Nd|NEUDI1_159751	no	Nt|NEUTE1_34024	no
Nc|NCU01401	no	Nd|NEUDI1_89724	no	Nt|NEUTE1_144058	no
Nc|NCU01402	no	Nd|NEUDI1_135718	no	Nt|NEUTE1_76034	no
Nc|NCU01403	no	Nd|NEUDI1_152528	no	Nt|NEUTE1_76033	no
Nc|NCU01404	no	Nd|NEUDI1_152529	no	Nt|NEUTE1_76029	no
Nc|NCU01407	no	Nd|NEUDI1_17858	no	Nt|NEUTE1_97834	no
Nc|NCU01408	no	Nd|NEUDI1_165006,NEUDI1_71403	no,no	Nt|NEUTE1_144053	no
Nc|NCU01409	no	Nd|NEUDI1_71406	no	Nt|NEUTE1_127496,NEUTE1_57335	no,no
Nc|NCU01410	no	Nd|NEUDI1_89735	no	Nt|NEUTE1_144051	no
Nc|NCU01411	no	Nd|NEUDI1_135727	no	Nt|NEUTE1_97829	no
Nc|NCU01412	no	Nd|NEUDI1_71412,NEUDI1_123165	no,no	Nt|NEUTE1_115827	no
Nc|NCU01413	no	Nd|NEUDI1_123165	no	Nt|NEUTE1_76011	no
Nc|NCU01414	no	Nd|NEUDI1_123165,NEUDI1_123166	no,no	Nt|NEUTE1_115824,NEUTE1_115825	no,no
Nc|NCU01415	no	Nd|NEUDI1_135731	no	NONE	NA
Nc|NCU01416	no	NONE	NA	Nt|NEUTE1_97824	no
Nc|NCU01417	no	Nd|NEUDI1_123168	no	Nt|NEUTE1_119805	no
Nc|NCU01418	no	Nd|NEUDI1_165014	no	Nt|NEUTE1_115823	no
Nc|NCU01419	no	Nd|NEUDI1_165015	no	Nt|NEUTE1_76002	no
Nc|NCU01420	no	Nd|NEUDI1_165015	no	Nt|NEUTE1_24920,NEUTE1_76002	no,no
Nc|NCU01421	no	Nd|NEUDI1_89756,NEUDI1_71432	no,no	Nt|NEUTE1_75996	no
Nc|NCU01422	no	Nd|NEUDI1_71432	no	Nt|NEUTE1_115822	no
Nc|NCU01423	no	Nd|NEUDI1_89761	no	Nt|NEUTE1_127485	no
Nc|NCU01424	no	Nd|NEUDI1_165017	no	Nt|NEUTE1_115820	no
Nc|NCU01425	no	Nd|NEUDI1_165017,NEUDI1_89767	no,no	Nt|NEUTE1_115820,NEUTE1_127483	no,no
Nc|NCU01426	no	Nd|NEUDI1_152547	no	Nt|NEUTE1_127482	no
Nc|NCU01427	no	Nd|NEUDI1_165019	no	Nt|NEUTE1_115818	no
Nc|NCU01428	no	Nd|NEUDI1_165131	no	Nt|NEUTE1_75561	no
Nc|NCU01429	no	Nd|NEUDI1_165130	no	Nt|NEUTE1_115739	no
Nc|NCU01430	no	Nd|NEUDI1_135911	no	Nt|NEUTE1_119641	no
Nc|NCU01431	no	Nd|NEUDI1_152707	no	Nt|NEUTE1_119642	no
Nc|NCU01432	no	Nd|NEUDI1_152706	no	Nt|NEUTE1_119643	no
Nc|NCU01433	no	NONE	NA	NONE	NA
Nc|NCU01434	no	Nd|NEUDI1_35776	no	Nt|NEUTE1_17924	no
Nc|NCU01435	no	Nd|NEUDI1_152703	no	Nt|NEUTE1_56893	no
Nc|NCU01436	no	Nd|NEUDI1_165126	no	Nt|NEUTE1_119646	no
Nc|NCU01438	no	Nd|NEUDI1_165122	no	Nt|NEUTE1_56901	no
Nc|NCU01439	no	Nd|NEUDI1_71839	no	Nt|NEUTE1_115743	no
Nc|NCU01440	no	Nd|NEUDI1_90163	no	Nt|NEUTE1_143891	no
Nc|NCU01441	no	Nd|NEUDI1_165119	no	Nt|NEUTE1_56913	no
Nc|NCU01442	no	Nd|NEUDI1_135897,NEUDI1_165119	no,no	Nt|NEUTE1_56913,NEUTE1_34384	no,no
Nc|NCU01443	no	Nd|NEUDI1_90150	no	Nt|NEUTE1_119655	no
Nc|NCU01444	no	Nd|NEUDI1_165118	no	Nt|NEUTE1_143897	no
Nc|NCU01445	no	Nd|NEUDI1_71816	no	Nt|NEUTE1_75610	no
Nc|NCU01446	no	Nd|NEUDI1_165116	no	Nt|NEUTE1_115747	no
Nc|NCU01447	no	Nd|NEUDI1_165116	no	Nt|NEUTE1_115747	no
Nc|NCU01448	no	NONE	NA	Nt|NEUTE1_97656	no
Nc|NCU01449	no	Nd|NEUDI1_165115	no	Nt|NEUTE1_56932	no
Nc|NCU01450	no	Nd|NEUDI1_46392	no	Nt|NEUTE1_37544	no
Nc|NCU01451	no	Nd|NEUDI1_165114	no	Nt|NEUTE1_119661	no
Nc|NCU01452	no	Nd|NEUDI1_165113	no	Nt|NEUTE1_115750	no
Nc|NCU01453	no	Nd|NEUDI1_135887	no	Nt|NEUTE1_143904	no
Nc|NCU01454	no	Nd|NEUDI1_50095	no	Nt|NEUTE1_134522	no
Nc|NCU01455	no	Nd|NEUDI1_123309	no	Nt|NEUTE1_56949	no
Nc|NCU01456	no	Nd|NEUDI1_165110	no	Nt|NEUTE1_75635	no
Nc|NCU01457	no	Nd|NEUDI1_90118	no	Nt|NEUTE1_75638	no
Nc|NCU01458	no	Nd|NEUDI1_71788	no	Nt|NEUTE1_127361	no
Nc|NCU01459	no	Nd|NEUDI1_123305	no	Nt|NEUTE1_75644,NEUTE1_36233	no,no
Nc|NCU01460	no	Nd|NEUDI1_159855	no	Nt|NEUTE1_143911	no
Nc|NCU01461	no	Nd|NEUDI1_90108	no	Nt|NEUTE1_127364	no
Nc|NCU01462	no	Nd|NEUDI1_107483	no	Nt|NEUTE1_143913	no
Nc|NCU01463	no	Nd|NEUDI1_152676	no	Nt|NEUTE1_143914	no
Nc|NCU01464	no	Nd|NEUDI1_71778	no	Nt|NEUTE1_56972	no
Nc|NCU01465	no	Nd|NEUDI1_90103	no	Nt|NEUTE1_75657	no
Nc|NCU01466	no	Nd|NEUDI1_18024	no	Nt|NEUTE1_119676	no
Nc|NCU01467	no	Nd|NEUDI1_90096,NEUDI1_159852	no,no	Nt|NEUTE1_93639,NEUTE1_75663	no,no
Nc|NCU01468	no	Nd|NEUDI1_90096,NEUDI1_159852	no,no	Nt|NEUTE1_93639,NEUTE1_75663	no,no
Nc|NCU01469	no	Nd|NEUDI1_18021	no	Nt|NEUTE1_97679	no
Nc|NCU01470	no	Nd|NEUDI1_90091	no	Nt|NEUTE1_97680	no
Nc|NCU01471	no	Nd|NEUDI1_51408,NEUDI1_165102	no,no	Nt|NEUTE1_127373	no
Nc|NCU01472	no	Nd|NEUDI1_90087	no	Nt|NEUTE1_35594	no
Nc|NCU01473	no	Nd|NEUDI1_71757	no	Nt|NEUTE1_69954	no
Nc|NCU01474	no	Nd|NEUDI1_165100	no	Nt|NEUTE1_50505	no
Nc|NCU01475	no	Nd|NEUDI1_51334	no	Nt|NEUTE1_50581	no
Nc|NCU01476	no	Nd|NEUDI1_90077	no	Nt|NEUTE1_56993	no
Nc|NCU01477	no	Nd|NEUDI1_152662	no	Nt|NEUTE1_56995	no
Nc|NCU01478	no	Nd|NEUDI1_152661	no	Nt|NEUTE1_56998	no
Nc|NCU01479	no	Nd|NEUDI1_165095	no	Nt|NEUTE1_127377	no
Nc|NCU01480	no	Nd|NEUDI1_107464	no	Nt|NEUTE1_57003	no
Nc|NCU01481	no	Nd|NEUDI1_102232	no	Nt|NEUTE1_147008	no
Nc|NCU01483	no	NONE	NA	Nt|NEUTE1_117264	no
Nc|NCU01484	no	Nd|NEUDI1_168666	no	Nt|NEUTE1_117265	no
Nc|NCU01485	no	Nd|NEUDI1_113132	no	Nt|NEUTE1_101579	no
Nc|NCU01486	no	Nd|NEUDI1_157585	no	Nt|NEUTE1_122867	no
Nc|NCU01487	no	Nd|NEUDI1_168668	no	Nt|NEUTE1_117268	no
Nc|NCU01488	no	Nd|NEUDI1_168669	no	Nt|NEUTE1_95174	no
Nc|NCU01489	no	Nd|NEUDI1_168669	no	Nt|NEUTE1_95174	no
Nc|NCU01490	no	Nd|NEUDI1_128108,NEUDI1_168669	no,no	Nt|NEUTE1_83429	no
Nc|NCU01491	no	Nd|NEUDI1_157590	no	Nt|NEUTE1_44836	no
Nc|NCU01493	no	Nd|NEUDI1_168673,NEUDI1_168674	no,no	Nt|NEUTE1_101587	no
Nc|NCU01494	no	Nd|NEUDI1_128110	no	Nt|NEUTE1_83432	no
Nc|NCU01495	no	Nd|NEUDI1_83879	no	Nt|NEUTE1_43942	no
Nc|NCU01496	no	Nd|NEUDI1_157596	no	Nt|NEUTE1_101590	no
Nc|NCU01498	no	Nd|NEUDI1_64800	no	Nt|NEUTE1_130314	no
Nc|NCU01499	no	Nd|NEUDI1_157598	no	Nt|NEUTE1_122874	no
Nc|NCU01500	no	Nd|NEUDI1_157598	no	Nt|NEUTE1_122874,NEUTE1_110851	no,no
Nc|NCU01501	no	Nd|NEUDI1_83889	no	Nt|NEUTE1_147020,NEUTE1_83449	no,no
Nc|NCU01502	no	Nd|NEUDI1_83889,NEUDI1_102269	no,no	Nt|NEUTE1_83449	no
Nc|NCU01503	no	Nd|NEUDI1_83897	no	Nt|NEUTE1_130319	no
Nc|NCU01504	no	Nd|NEUDI1_168679	no	Nt|NEUTE1_83454	no
Nc|NCU01505	no	Nd|NEUDI1_31042	no	Nt|NEUTE1_83456	no
Nc|NCU01506	no	Nd|NEUDI1_157604	no	Nt|NEUTE1_83457	no
Nc|NCU01509	no	Nd|NEUDI1_157606	no	Nt|NEUTE1_83460	no
Nc|NCU01510	no	Nd|NEUDI1_128123	no	Nt|NEUTE1_122884	no
Nc|NCU01511	no	Nd|NEUDI1_83916	no	Nt|NEUTE1_122886	no
Nc|NCU01512	no	Nd|NEUDI1_83916	no	Nt|NEUTE1_122886	no
Nc|NCU01514	no	Nd|NEUDI1_102295	no	Nt|NEUTE1_101607	no
Nc|NCU01515	no	Nd|NEUDI1_102295,NEUDI1_83921	no,no	Nt|NEUTE1_83471	no
Nc|NCU01516	no	Nd|NEUDI1_168685	no	Nt|NEUTE1_117281,NEUTE1_130327	no,no
Nc|NCU01517	no	Nd|NEUDI1_83927	no	Nt|NEUTE1_117282	no
Nc|NCU01519	no	Nd|NEUDI1_102305	no	Nt|NEUTE1_147033	no
Nc|NCU01520	no	NONE	NA	NONE	NA
Nc|NCU01521	no	Nd|NEUDI1_128132	no	Nt|NEUTE1_83483	no
Nc|NCU01522	no	Nd|NEUDI1_102311	no	Nt|NEUTE1_83483,NEUTE1_83486	no,no
Nc|NCU01523	no	Nd|NEUDI1_168689	no	Nt|NEUTE1_130332	no
Nc|NCU01524	no	Nd|NEUDI1_83939	no	Nt|NEUTE1_147038	no
Nc|NCU01525	no	Nd|NEUDI1_102320	no	Nt|NEUTE1_147039	no
Nc|NCU01526	no	Nd|NEUDI1_102320	no	Nt|NEUTE1_147039	no
Nc|NCU01527	no	Nd|NEUDI1_157622	no	Nt|NEUTE1_130335,NEUTE1_147039	no,no
Nc|NCU01528	no	Nd|NEUDI1_18702	no	Nt|NEUTE1_95191	no
Nc|NCU01529	no	Nd|NEUDI1_157624	no	Nt|NEUTE1_101622	no
Nc|NCU01530	no	Nd|NEUDI1_141344	no	Nt|NEUTE1_45914	no
Nc|NCU01531	no	Nd|NEUDI1_65001	no	Nt|NEUTE1_101625	no
Nc|NCU01532	no	Nd|NEUDI1_113170	no	Nt|NEUTE1_101626	no
Nc|NCU01534	no	Nd|NEUDI1_83945	no	Nt|NEUTE1_138517,NEUTE1_130338	no,no
Nc|NCU01535	no	Nd|NEUDI1_168695	no	Nt|NEUTE1_122905	no
Nc|NCU01536	no	NONE	NA	NONE	NA
Nc|NCU01537	no	Nd|NEUDI1_128141	no	Nt|NEUTE1_147046	no
Nc|NCU01538	no	Nd|NEUDI1_128141	no	Nt|NEUTE1_147046	no
Nc|NCU01539	no	Nd|NEUDI1_83950	no	Nt|NEUTE1_147047	no
Nc|NCU01540	no	Nd|NEUDI1_64777,NEUDI1_168698	no,no	Nt|NEUTE1_64832	no
Nc|NCU01541	no	Nd|NEUDI1_168698	no	Nt|NEUTE1_64833	no
Nc|NCU01542	no	Nd|NEUDI1_102332	no	Nt|NEUTE1_122911	no
Nc|NCU01543	no	Nd|NEUDI1_102337	no	Nt|NEUTE1_64837	no
Nc|NCU01545	no	Nd|NEUDI1_168701	no	Nt|NEUTE1_117293	no
Nc|NCU01546	no	Nd|NEUDI1_168702	no	Nt|NEUTE1_117294	no
Nc|NCU01547	no	Nd|NEUDI1_83967	no	Nt|NEUTE1_64848	no
Nc|NCU01548	no	Nd|NEUDI1_163491	no	Nt|NEUTE1_95201	no
Nc|NCU01549	no	Nd|NEUDI1_83973	no	NONE	NA
Nc|NCU01550	no	Nd|NEUDI1_83976	no	Nt|NEUTE1_122918	no
Nc|NCU01551	no	Nd|NEUDI1_168705	no	Nt|NEUTE1_117297	no
Nc|NCU01552	no	Nd|NEUDI1_83985	no	Nt|NEUTE1_95203	no
Nc|NCU01553	no	Nd|NEUDI1_83985	no	Nt|NEUTE1_95203,NEUTE1_83541	no,no
Nc|NCU01554	no	Nd|NEUDI1_83987	no	Nt|NEUTE1_64865	no
Nc|NCU01555	no	Nd|NEUDI1_128157	no	Nt|NEUTE1_117300,NEUTE1_64865	no,no
Nc|NCU01559	no	Nd|NEUDI1_157644	no	Nt|NEUTE1_122926	no
Nc|NCU01560	no	Nd|NEUDI1_157644	no	Nt|NEUTE1_122926	no
Nc|NCU01561	no	Nd|NEUDI1_113192	no	Nt|NEUTE1_43733	no
Nc|NCU01562	no	Nd|NEUDI1_64562	no	Nt|NEUTE1_15555	no
Nc|NCU01563	no	Nd|NEUDI1_83992	no	Nt|NEUTE1_83556	no
Nc|NCU01564	no	Nd|NEUDI1_157646	no	Nt|NEUTE1_117305,NEUTE1_83558	no,no
Nc|NCU01565	no	Nd|NEUDI1_157647	no	Nt|NEUTE1_83561	no
Nc|NCU01566	no	Nd|NEUDI1_113197,NEUDI1_18738	no,no	Nt|NEUTE1_110901	no
Nc|NCU01567	no	Nd|NEUDI1_141372	no	Nt|NEUTE1_101659	no
Nc|NCU01568	no	Nd|NEUDI1_84000	no	Nt|NEUTE1_130360	no
Nc|NCU01569	no	Nd|NEUDI1_84000,NEUDI1_157649	no,no	Nt|NEUTE1_122933	no
Nc|NCU01570	no	Nd|NEUDI1_128164	no	Nt|NEUTE1_83569	no
Nc|NCU01571	no	Nd|NEUDI1_102385	no	Nt|NEUTE1_122935	no
Nc|NCU01572	no	Nd|NEUDI1_84013,NEUDI1_157651	no,no	Nt|NEUTE1_101665	no
Nc|NCU01573	no	Nd|NEUDI1_84013	no	Nt|NEUTE1_44810	no
Nc|NCU01575	no	Nd|NEUDI1_102392	no	Nt|NEUTE1_147075	no
Nc|NCU01577	no	Nd|NEUDI1_128169	no	Nt|NEUTE1_101672,NEUTE1_147076	no,no
Nc|NCU01579	no	Nd|NEUDI1_18748	no	Nt|NEUTE1_122941	no
Nc|NCU01580	no	Nd|NEUDI1_84020	no	Nt|NEUTE1_147077	no
Nc|NCU01581	no	Nd|NEUDI1_157658	no	Nt|NEUTE1_83585	no
Nc|NCU01584	no	Nd|NEUDI1_102404	no	Nt|NEUTE1_147079	no
Nc|NCU01585	no	Nd|NEUDI1_168718	no	NONE	NA
Nc|NCU01587	no	Nd|NEUDI1_168719	no	Nt|NEUTE1_117312	no
Nc|NCU01589	no	Nd|NEUDI1_168720	no	Nt|NEUTE1_122948	no
Nc|NCU01591	no	Nd|NEUDI1_102414	no	Nt|NEUTE1_147081	no
Nc|NCU01592	no	Nd|NEUDI1_141389	no	Nt|NEUTE1_64918	no
Nc|NCU01593	no	NONE	NA	Nt|NEUTE1_23962	no
Nc|NCU01595	no	Nd|NEUDI1_102416	no	Nt|NEUTE1_147084	no
Nc|NCU01596	no	Nd|NEUDI1_84040	no	Nt|NEUTE1_83600	no
Nc|NCU01597	no	NONE	NA	Nt|NEUTE1_83603	no
Nc|NCU01598	no	Nd|NEUDI1_157666	no	Nt|NEUTE1_44048	no
Nc|NCU01599	no	Nd|NEUDI1_113219,NEUDI1_163510	no,no	Nt|NEUTE1_64926	no
Nc|NCU01601	no	Nd|NEUDI1_168723	no	Nt|NEUTE1_45645	no
Nc|NCU01605	no	Nd|NEUDI1_128182	no	Nt|NEUTE1_122957	no
Nc|NCU01606	no	Nd|NEUDI1_168724	no	Nt|NEUTE1_117317	no
Nc|NCU01607	no	Nd|NEUDI1_168725	no	Nt|NEUTE1_122959	no
Nc|NCU01608	no	Nd|NEUDI1_157673	no	Nt|NEUTE1_130382	no
Nc|NCU01610	no	NONE	NA	NONE	NA
Nc|NCU01611	no	Nd|NEUDI1_102441	no	Nt|NEUTE1_45753	no
Nc|NCU01612	no	Nd|NEUDI1_18772	no	Nt|NEUTE1_64944	no
Nc|NCU01613	no	Nd|NEUDI1_102449	no	Nt|NEUTE1_83626	no
Nc|NCU01614	no	Nd|NEUDI1_163515	no	Nt|NEUTE1_83626,NEUTE1_83630	no,no
Nc|NCU01615	no	Nd|NEUDI1_84075	no	Nt|NEUTE1_83631	no
Nc|NCU01620	no	Nd|NEUDI1_64903	no	Nt|NEUTE1_138577	no
Nc|NCU01623	no	Nd|NEUDI1_102455	no	Nt|NEUTE1_122969	no
Nc|NCU01625	no	Nd|NEUDI1_157680	no	Nt|NEUTE1_130389	no
Nc|NCU01629	no	Nd|NEUDI1_168730	no	Nt|NEUTE1_130390,NEUTE1_122973	no,no
Nc|NCU01631	no	NONE	NA	NONE	NA
Nc|NCU01632	no	Nd|NEUDI1_128193	no	Nt|NEUTE1_147102	no
Nc|NCU01633	no	Nd|NEUDI1_168733	no	Nt|NEUTE1_64970	no
Nc|NCU01634	no	Nd|NEUDI1_168735	no	Nt|NEUTE1_130393	no
Nc|NCU01635	no	Nd|NEUDI1_168736	no	Nt|NEUTE1_117329	no
Nc|NCU01636	no	Nd|NEUDI1_84098	no	Nt|NEUTE1_122979	no
Nc|NCU01637	no	Nd|NEUDI1_102480	no	Nt|NEUTE1_130396	no
Nc|NCU01638	no	Nd|NEUDI1_84105	no	Nt|NEUTE1_122981	no
Nc|NCU01640	no	Nd|NEUDI1_65187	no	Nt|NEUTE1_147110	no
Nc|NCU01642	no	Nd|NEUDI1_128201	no	Nt|NEUTE1_130399	no
Nc|NCU01643	no	Nd|NEUDI1_163533,NEUDI1_128201	no,no	Nt|NEUTE1_130400	no
Nc|NCU01644	no	Nd|NEUDI1_102493	no	Nt|NEUTE1_83676	no
Nc|NCU01645	no	Nd|NEUDI1_102493,NEUDI1_113247	no,no	Nt|NEUTE1_44221,NEUTE1_83676	no,no
Nc|NCU01646	no	Nd|NEUDI1_102494	no	Nt|NEUTE1_122989	no
Nc|NCU01647	no	Nd|NEUDI1_84119	no	Nt|NEUTE1_117339,NEUTE1_122991	no,no
Nc|NCU01648	no	Nd|NEUDI1_84119,NEUDI1_64672	no,no	Nt|NEUTE1_122991	no
Nc|NCU01649	no	Nd|NEUDI1_128208	no	Nt|NEUTE1_130406	no
Nc|NCU01650	no	Nd|NEUDI1_64824	no	Nt|NEUTE1_122994	no
Nc|NCU01651	no	Nd|NEUDI1_102507	no	Nt|NEUTE1_65011	no
Nc|NCU01652	no	Nd|NEUDI1_84131	no	Nt|NEUTE1_65014	no
Nc|NCU01653	no	Nd|NEUDI1_141428	no	Nt|NEUTE1_122997	no
Nc|NCU01654	no	Nd|NEUDI1_84134	no	Nt|NEUTE1_65022	no
Nc|NCU01655	no	Nd|NEUDI1_102517	no	Nt|NEUTE1_83705	no
Nc|NCU01656	no	Nd|NEUDI1_128213	no	Nt|NEUTE1_147125	no
Nc|NCU01657	no	Nd|NEUDI1_102520	no	Nt|NEUTE1_130413	no
Nc|NCU01658	no	Nd|NEUDI1_18805	no	Nt|NEUTE1_44368	no
Nc|NCU01659	no	Nd|NEUDI1_141434	no	Nt|NEUTE1_83720	no
Nc|NCU01660	no	Nd|NEUDI1_64578	no	Nt|NEUTE1_101744	no
Nc|NCU01664	no	Nd|NEUDI1_65215	no	Nt|NEUTE1_65043	no
Nc|NCU01665	no	Nd|NEUDI1_65215,NEUDI1_102532	no,no	Nt|NEUTE1_130418	no
Nc|NCU01666	no	Nd|NEUDI1_102536	no	Nt|NEUTE1_65046,NEUTE1_117347	no,no
Nc|NCU01667	no	Nd|NEUDI1_102536	no	Nt|NEUTE1_65046,NEUTE1_117347	no,no
Nc|NCU01668	no	Nd|NEUDI1_102538	no	Nt|NEUTE1_44868	no
Nc|NCU01669	no	Nd|NEUDI1_64497	no	Nt|NEUTE1_83734,NEUTE1_83735	no,no
Nc|NCU01670	no	Nd|NEUDI1_141442	no	Nt|NEUTE1_83734,NEUTE1_83735	no,no
Nc|NCU01672	no	Nd|NEUDI1_157712,NEUDI1_84168	no,no	Nt|NEUTE1_83736	no
Nc|NCU01673	no	Nd|NEUDI1_84168	no	Nt|NEUTE1_65058	no
Nc|NCU01674	no	Nd|NEUDI1_84172	no	Nt|NEUTE1_83741	no
Nc|NCU01675	no	Nd|NEUDI1_102554	no	Nt|NEUTE1_65062	no
Nc|NCU01678	no	Nd|NEUDI1_141448,NEUDI1_84181	no,no	Nt|NEUTE1_147140	no
Nc|NCU01679	no	Nd|NEUDI1_84181	no	Nt|NEUTE1_101756	no
Nc|NCU01680	no	Nd|NEUDI1_168762	no	Nt|NEUTE1_138623	no
Nc|NCU01681	no	Nd|NEUDI1_141451	no	Nt|NEUTE1_101758	no
Nc|NCU01684	no	Nd|NEUDI1_168763	no	Nt|NEUTE1_27678	no
Nc|NCU01686	no	NONE	NA	Nt|NEUTE1_101760	no
Nc|NCU01688	no	NONE	NA	Nt|NEUTE1_101763	no
Nc|NCU01689	no	Nd|NEUDI1_168764	no	Nt|NEUTE1_101765,NEUTE1_147142	no,no
Nc|NCU01692	no	Nd|NEUDI1_168765	no	Nt|NEUTE1_130430	no
Nc|NCU01695	no	Nd|NEUDI1_84192	no	Nt|NEUTE1_138627	no
Nc|NCU01696	no	Nd|NEUDI1_168767,NEUDI1_128233	no,no	Nt|NEUTE1_147145	no
Nc|NCU01697	no	Nd|NEUDI1_64727	no	Nt|NEUTE1_83762	no
Nc|NCU01698	no	Nd|NEUDI1_64873	no	Nt|NEUTE1_95261	no
Nc|NCU01699	no	Nd|NEUDI1_64558	no	Nt|NEUTE1_65088	no
Nc|NCU01700	no	Nd|NEUDI1_102580	no	Nt|NEUTE1_44224	no
Nc|NCU01701	no	Nd|NEUDI1_128235	no	Nt|NEUTE1_147150	no
Nc|NCU01702	no	Nd|NEUDI1_102586	no	Nt|NEUTE1_130437	no
Nc|NCU01703	no	Nd|NEUDI1_128237	no	Nt|NEUTE1_83779	no
Nc|NCU01704	no	Nd|NEUDI1_102590	no	Nt|NEUTE1_65101	no
Nc|NCU01705	no	Nd|NEUDI1_84216	no	Nt|NEUTE1_83783	no
Nc|NCU01706	no	Nd|NEUDI1_141469	no	Nt|NEUTE1_101778	no
Nc|NCU01713	no	Nd|NEUDI1_128240	no	Nt|NEUTE1_147155,NEUTE1_123030	no,no
Nc|NCU01715	no	Nd|NEUDI1_128241	no	Nt|NEUTE1_101788	no
Nc|NCU01717	no	Nd|NEUDI1_128242	no	Nt|NEUTE1_44171	no
Nc|NCU01720	no	Nd|NEUDI1_168776	no	Nt|NEUTE1_117360	no
Nc|NCU01722	no	Nd|NEUDI1_84230	no	Nt|NEUTE1_130443	no
Nc|NCU01724	no	Nd|NEUDI1_168777	no	Nt|NEUTE1_123033	no
Nc|NCU01725	no	Nd|NEUDI1_102614	no	Nt|NEUTE1_83796	no
Nc|NCU01728	no	Nd|NEUDI1_157741	no	Nt|NEUTE1_101797,NEUTE1_101799	no,no
Nc|NCU01729	no	Nd|NEUDI1_84245	no	Nt|NEUTE1_117363,NEUTE1_83799	no,no
Nc|NCU01731	no	Nd|NEUDI1_102625	no	Nt|NEUTE1_117365,NEUTE1_123038	no,no
Nc|NCU01734	no	NONE	NA	Nt|NEUTE1_44631	no
Nc|NCU01735	no	Nd|NEUDI1_65896	no	Nt|NEUTE1_83803	no
Nc|NCU01737	no	Nd|NEUDI1_84251	no	Nt|NEUTE1_123041	no
Nc|NCU01738	no	Nd|NEUDI1_102634,NEUDI1_141488	no,no	Nt|NEUTE1_83809	no
Nc|NCU01739	no	Nd|NEUDI1_168783	no	Nt|NEUTE1_117369	no
Nc|NCU01740	no	Nd|NEUDI1_168784	no	Nt|NEUTE1_123044	no
Nc|NCU01741	no	Nd|NEUDI1_35403	no	Nt|NEUTE1_65136	no
Nc|NCU01742	no	Nd|NEUDI1_128255	no	Nt|NEUTE1_83819	no
Nc|NCU01744	no	Nd|NEUDI1_84265	no	Nt|NEUTE1_101814,NEUTE1_65142	no,no
Nc|NCU01745	no	Nd|NEUDI1_128257	no	Nt|NEUTE1_123048	no
Nc|NCU01746	no	Nd|NEUDI1_168787	no	Nt|NEUTE1_117371	no
Nc|NCU01747	no	Nd|NEUDI1_84276	no	Nt|NEUTE1_117372	no
Nc|NCU01748	no	Nd|NEUDI1_168789	no	Nt|NEUTE1_123051	no
Nc|NCU01750	no	Nd|NEUDI1_128261	no	Nt|NEUTE1_123051	no
Nc|NCU01751	no	Nd|NEUDI1_128262	no	Nt|NEUTE1_95279,NEUTE1_147175	no,no
Nc|NCU01752	no	NONE	NA	Nt|NEUTE1_101823,NEUTE1_95279,NEUTE1_95280	no,no,no
Nc|NCU01753	no	Nd|NEUDI1_128264	no	Nt|NEUTE1_65159,NEUTE1_95282	no,no
Nc|NCU01754	no	Nd|NEUDI1_128264	no	Nt|NEUTE1_65159,NEUTE1_95282	no,no
Nc|NCU01756	no	Nd|NEUDI1_168793	no	Nt|NEUTE1_117378	no
Nc|NCU01757	no	Nd|NEUDI1_102671	no	Nt|NEUTE1_123057	no
Nc|NCU01758	no	Nd|NEUDI1_102675	no	Nt|NEUTE1_123057,NEUTE1_130467	no,no
Nc|NCU01759	no	Nd|NEUDI1_102678	no	Nt|NEUTE1_65174	no
Nc|NCU01760	no	Nd|NEUDI1_141508	no	Nt|NEUTE1_65175	no
Nc|NCU01761	no	Nd|NEUDI1_113323	no	Nt|NEUTE1_101831	no
Nc|NCU01762	no	Nd|NEUDI1_102682	no	Nt|NEUTE1_83859	no
Nc|NCU01763	no	Nd|NEUDI1_157770	no	Nt|NEUTE1_130472	no
Nc|NCU01764	no	Nd|NEUDI1_128273	no	Nt|NEUTE1_44219	no
Nc|NCU01765	no	Nd|NEUDI1_168795	no	Nt|NEUTE1_83867	no
Nc|NCU01766	no	Nd|NEUDI1_102693	no	Nt|NEUTE1_65189	no
Nc|NCU01767	no	Nd|NEUDI1_84318	no	Nt|NEUTE1_130475	no
Nc|NCU01768	no	Nd|NEUDI1_102698	no	Nt|NEUTE1_123067	no
