GENE	LEN
NCU00859	247
NCU05644	632
NCU08368	382
NCU08612	598
NCU06533	273
NCU03907	217
NCU00463	472
NCU04273	488
NCU04639	170
NCU07928	227
NCU00425	225
NCU00419	156
NCU04535	944
NCU01660	91
NCU06517	119
NCU05373	156
NCU09429	666
NCU11381	394
NCU04167	788
NCU01274	504
NCU11788	323
NCU02673	207
NCU06674	274
NCU11560	776
NCU04301	326
NCU07884	309
NCU00318	412
NCU06750	205
NCU00789	930
NCU09409	322
NCU01444	188
NCU01402	516
NCU01974	399
NCU03807	147
NCU05531	304
NCU06664	239
NCU10906	170
NCU07361	440
NCU01376	668
NCU12049	208
NCU06599	268
NCU00603	147
NCU06596	334
NCU00720	324
NCU04794	370
NCU11444	149
NCU06989	518
NCU00004	380
NCU02081	81
NCU03299	377
NCU07005	372
NCU04431	287
NCU01203	231
NCU09845	242
NCU08929	261
NCU04595	285
NCU01561	726
NCU03009	445
NCU08939	390
NCU07948	243
NCU01017	296
NCU05277	137
NCU06568	464
NCU03088	521
NCU09863	100
NCU01725	415
NCU05617	480
NCU05946	104
NCU05280	487
NCU11604	83
NCU01645	313
NCU07009	112
NCU11657	81
NCU00288	185
NCU10342	109
NCU00372	1621
NCU05827	157
NCU01786	412
NCU01904	280
NCU04502	106
NCU06128	102
NCU08706	622
NCU10220	175
NCU05508	420
NCU03038	151
NCU04493	172
NCU11684	174
NCU03361	480
NCU10702	168
NCU01940	713
NCU11879	100
NCU06847	633
NCU01373	447
NCU10621	219
NCU09465	82
NCU09264	258
NCU12039	1548
NCU00196	1094
NCU01958	293
NCU09227	713
NCU07977	294
NCU11572	107
NCU03873	178
NCU04559	100
NCU08874	244
NCU05981	141
NCU08384	322
NCU04515	118
NCU06343	209
NCU06849	93
NCU10591	90
NCU01562	356
NCU00312	75
NCU11272	308
NCU00476	315
NCU00284	244
NCU05998	123
NCU07757	465
NCU01026	306
NCU03585	68
NCU05228	264
NCU09872	127
NCU06311	307
NCU04392	395
NCU07038	144
NCU01220	357
NCU01350	94
NCU04032	354
NCU05971	511
NCU01697	347
NCU10179	105
NCU12035	103
NCU02297	98
NCU02044	395
NCU10839	110
NCU03157	148
NCU02189	197
NCU02597	468
NCU02018	250
NCU09876	623
NCU01960	324
NCU01959	368
NCU00781	89
NCU00623	248
NCU02769	118
NCU02466	429
NCU03017	255
NCU00437	352
NCU07390	64
NCU00485	113
NCU06229	103
NCU00082	205
NCU03109	398
NCU00233	300
NCU00042	222
