Locus	Supercontig	Start	Stop	Strand	NaN	Gene Name	Ontology Term ID	Ontology Term Name	Protein Family
NCU05937	supercont10.6	3393588	3395754	-	970.51724137931	GDP-mannose pyrophosphorylase			
NCU00735	supercont10.1	7377865	7378913	+	970.388888888889	hypothetical protein			
NCU04523	supercont10.4	3094594	3097669	-	970.368421052632	hypothetical protein			
NCU06475	supercont10.3	1541604	1542567	+	969.875	hypothetical protein			
NCU05770	supercont10.7	487350	490318	+	969.864864864865	peroxidase/catalase 2	"GO:0009408	GO:0009416	GO:0009416	GO:0009408	GO:0009408	GO:0009416"	"response to heat	response to light stimulus	response to light stimulus	response to heat	response to heat	response to light stimulus"	
NCU02193	supercont10.7	867824	870041	-	969.724137931035	cellular filament polypeptide	"GO:0010034	GO:0010034"	"response to acetate	response to acetate"	
NCU06592	supercont10.4	1738837	1740638	+	969.6	hypothetical protein			
NCU07965	supercont10.4	1210588	1211831	+	969.1	dolichol-phosphate mannosyltransferase	"GO:0035269	GO:0004169	GO:0005515	GO:0006506	GO:0035269	GO:0005783	GO:0035269	GO:0006506	GO:0005783	GO:0004582	GO:0005515	GO:0004169	GO:0005515	GO:0035269	GO:0006506	GO:0006506	GO:0005783	GO:0035269	GO:0005783	GO:0004582	GO:0005789	GO:0031501	GO:0018406	GO:0035269	GO:0018406	GO:0005783	GO:0005789	GO:0004582	GO:0031501	GO:0004169	GO:0035269	GO:0005789	GO:0031501	GO:0006506	GO:0004582	GO:0031501	GO:0018406	GO:0018406	GO:0031501	GO:0004582	GO:0005515	GO:0006506	GO:0004169	GO:0005789	GO:0004582	GO:0006506	GO:0005789	GO:0004169	GO:0005515	GO:0004169	GO:0005515	GO:0006506	GO:0005515	GO:0035269	GO:0005783	GO:0005515	GO:0006506	GO:0005783	GO:0005789	GO:0005789	GO:0018406	GO:0031501	GO:0004582	GO:0004582	GO:0018406	GO:0005789	GO:0035269	GO:0005783	GO:0004169	GO:0005789	GO:0004169	GO:0004582	GO:0035269	GO:0018406	GO:0031501	GO:0005783	GO:0005783	GO:0031501	GO:0018406	GO:0006506	GO:0031501	GO:0031501	GO:0005515	GO:0018406	GO:0004169	GO:0005789	GO:0004582	GO:0005515	GO:0018406	GO:0004169"	"protein amino acid O-linked mannosylation	dolichyl-phosphate-mannose-protein mannosyltransferase activity	protein binding	GPI anchor biosynthetic process	protein amino acid O-linked mannosylation	endoplasmic reticulum	protein amino acid O-linked mannosylation	GPI anchor biosynthetic process	endoplasmic reticulum	dolichyl-phosphate beta-D-mannosyltransferase activity	protein binding	dolichyl-phosphate-mannose-protein mannosyltransferase activity	protein binding	protein amino acid O-linked mannosylation	GPI anchor biosynthetic process	GPI anchor biosynthetic process	endoplasmic reticulum	protein amino acid O-linked mannosylation	endoplasmic reticulum	dolichyl-phosphate beta-D-mannosyltransferase activity	endoplasmic reticulum membrane	mannosyltransferase complex	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	protein amino acid O-linked mannosylation	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	endoplasmic reticulum	endoplasmic reticulum membrane	dolichyl-phosphate beta-D-mannosyltransferase activity	mannosyltransferase complex	dolichyl-phosphate-mannose-protein mannosyltransferase activity	protein amino acid O-linked mannosylation	endoplasmic reticulum membrane	mannosyltransferase complex	GPI anchor biosynthetic process	dolichyl-phosphate beta-D-mannosyltransferase activity	mannosyltransferase complex	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	mannosyltransferase complex	dolichyl-phosphate beta-D-mannosyltransferase activity	protein binding	GPI anchor biosynthetic process	dolichyl-phosphate-mannose-protein mannosyltransferase activity	endoplasmic reticulum membrane	dolichyl-phosphate beta-D-mannosyltransferase activity	GPI anchor biosynthetic process	endoplasmic reticulum membrane	dolichyl-phosphate-mannose-protein mannosyltransferase activity	protein binding	dolichyl-phosphate-mannose-protein mannosyltransferase activity	protein binding	GPI anchor biosynthetic process	protein binding	protein amino acid O-linked mannosylation	endoplasmic reticulum	protein binding	GPI anchor biosynthetic process	endoplasmic reticulum	endoplasmic reticulum membrane	endoplasmic reticulum membrane	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	mannosyltransferase complex	dolichyl-phosphate beta-D-mannosyltransferase activity	dolichyl-phosphate beta-D-mannosyltransferase activity	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	endoplasmic reticulum membrane	protein amino acid O-linked mannosylation	endoplasmic reticulum	dolichyl-phosphate-mannose-protein mannosyltransferase activity	endoplasmic reticulum membrane	dolichyl-phosphate-mannose-protein mannosyltransferase activity	dolichyl-phosphate beta-D-mannosyltransferase activity	protein amino acid O-linked mannosylation	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	mannosyltransferase complex	endoplasmic reticulum	endoplasmic reticulum	mannosyltransferase complex	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	GPI anchor biosynthetic process	mannosyltransferase complex	mannosyltransferase complex	protein binding	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	dolichyl-phosphate-mannose-protein mannosyltransferase activity	endoplasmic reticulum membrane	dolichyl-phosphate beta-D-mannosyltransferase activity	protein binding	protein amino acid C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan	dolichyl-phosphate-mannose-protein mannosyltransferase activity"	
NCU04692	supercont10.6	398027	404332	-	969.028571428571	hypothetical protein			
NCU10368	supercont10.2	3956857	3958374	-	969	MFS transporter			
NCU05565	supercont10.6	1498507	1502179	+	968.883720930233	hypothetical protein			
NCU04003	supercont10.6	2224764	2226651	-	968.846153846154	ERP1 protein			
NCU02566	supercont10.1	2750274	2754103	-	968.739130434783	alanyl-tRNA synthetase	"GO:0006419	GO:0005739	GO:0004813	GO:0006419	GO:0005739	GO:0006419	GO:0004813	GO:0004813	GO:0005737	GO:0005739	GO:0005739	GO:0004813	GO:0005737	GO:0005737	GO:0005737	GO:0005737	GO:0004813	GO:0006419	GO:0005739	GO:0006419"	"alanyl-tRNA aminoacylation	mitochondrion	alanine-tRNA ligase activity	alanyl-tRNA aminoacylation	mitochondrion	alanyl-tRNA aminoacylation	alanine-tRNA ligase activity	alanine-tRNA ligase activity	cytoplasm	mitochondrion	mitochondrion	alanine-tRNA ligase activity	cytoplasm	cytoplasm	cytoplasm	cytoplasm	alanine-tRNA ligase activity	alanyl-tRNA aminoacylation	mitochondrion	alanyl-tRNA aminoacylation"	
NCU10483	supercont10.2	770132	771887	+	968.583333333333	hypothetical protein			
NCU02319	supercont10.7	1312503	1315840	+	968.325	aminopeptidase			
NCU01166	supercont10.5	3105285	3107972	+	968.205882352941	microcycle blastoconidiation	"GO:0007163	GO:0005991	GO:0007163	GO:0005991	GO:0042752	GO:0006468	GO:0045449	GO:0048315	GO:0009306	GO:0004691	GO:0051666	GO:0005979	GO:0004691	GO:0007163	GO:0048315	GO:0009306	GO:0006468	GO:0042752	GO:0048315	GO:0006468	GO:0042752	GO:0042752	GO:0048315	GO:0009306	GO:0045449	GO:0005952	GO:0005991	GO:0045449	GO:0005979	GO:0045449	GO:0051666	GO:0005952	GO:0004691	GO:0005952	GO:0005979	GO:0005952	GO:0007163	GO:0005991	GO:0005952	GO:0048315	GO:0045449	GO:0005991	GO:0007163	GO:0048315	GO:0051666	GO:0005979	GO:0042752	GO:0005991	GO:0009306	GO:0006468	GO:0051666	GO:0004691	GO:0005979	GO:0007163	GO:0005979	GO:0051666	GO:0006468	GO:0004691	GO:0007163	GO:0005952	GO:0009306	GO:0006468	GO:0042752	GO:0006468	GO:0007163	GO:0042752	GO:0007163	GO:0005991	GO:0051666	GO:0045449	GO:0005952	GO:0042752	GO:0048315	GO:0006468	GO:0009306	GO:0004691	GO:0005979	GO:0005991	GO:0004691	GO:0051666	GO:0005979	GO:0042752	GO:0045449	GO:0005952	GO:0045449	GO:0009306	GO:0048315	GO:0004691	GO:0005991	GO:0005979	GO:0007163	GO:0005991	GO:0007163	GO:0009306	GO:0005979	GO:0005991	GO:0007163	GO:0048315	GO:0045449	GO:0051666	GO:0005952	GO:0048315	GO:0051666	GO:0042752	GO:0006468	GO:0009306	GO:0042752	GO:0051666	GO:0004691	GO:0009306	GO:0006468	GO:0005979	GO:0045449	GO:0005952	GO:0048315	GO:0004691	GO:0045449	GO:0009306	GO:0005952	GO:0006468	GO:0004691	GO:0051666	GO:0051666	GO:0005991	GO:0005979	GO:0045449	GO:0042752	GO:0048315	GO:0009306	GO:0005952	GO:0004691	GO:0006468"	"establishment or maintenance of cell polarity	trehalose metabolic process	establishment or maintenance of cell polarity	trehalose metabolic process	regulation of circadian rhythm	protein amino acid phosphorylation	regulation of transcription	conidium formation	protein secretion	cAMP-dependent protein kinase activity	actin cortical patch localization	regulation of glycogen biosynthetic process	cAMP-dependent protein kinase activity	establishment or maintenance of cell polarity	conidium formation	protein secretion	protein amino acid phosphorylation	regulation of circadian rhythm	conidium formation	protein amino acid phosphorylation	regulation of circadian rhythm	regulation of circadian rhythm	conidium formation	protein secretion	regulation of transcription	cAMP-dependent protein kinase complex	trehalose metabolic process	regulation of transcription	regulation of glycogen biosynthetic process	regulation of transcription	actin cortical patch localization	cAMP-dependent protein kinase complex	cAMP-dependent protein kinase activity	cAMP-dependent protein kinase complex	regulation of glycogen biosynthetic process	cAMP-dependent protein kinase complex	establishment or maintenance of cell polarity	trehalose metabolic process	cAMP-dependent protein kinase complex	conidium formation	regulation of transcription	trehalose metabolic process	establishment or maintenance of cell polarity	conidium formation	actin cortical patch localization	regulation of glycogen biosynthetic process	regulation of circadian rhythm	trehalose metabolic process	protein secretion	protein amino acid phosphorylation	actin cortical patch localization	cAMP-dependent protein kinase activity	regulation of glycogen biosynthetic process	establishment or maintenance of cell polarity	regulation of glycogen biosynthetic process	actin cortical patch localization	protein amino acid phosphorylation	cAMP-dependent protein kinase activity	establishment or maintenance of cell polarity	cAMP-dependent protein kinase complex	protein secretion	protein amino acid phosphorylation	regulation of circadian rhythm	protein amino acid phosphorylation	establishment or maintenance of cell polarity	regulation of circadian rhythm	establishment or maintenance of cell polarity	trehalose metabolic process	actin cortical patch localization	regulation of transcription	cAMP-dependent protein kinase complex	regulation of circadian rhythm	conidium formation	protein amino acid phosphorylation	protein secretion	cAMP-dependent protein kinase activity	regulation of glycogen biosynthetic process	trehalose metabolic process	cAMP-dependent protein kinase activity	actin cortical patch localization	regulation of glycogen biosynthetic process	regulation of circadian rhythm	regulation of transcription	cAMP-dependent protein kinase complex	regulation of transcription	protein secretion	conidium formation	cAMP-dependent protein kinase activity	trehalose metabolic process	regulation of glycogen biosynthetic process	establishment or maintenance of cell polarity	trehalose metabolic process	establishment or maintenance of cell polarity	protein secretion	regulation of glycogen biosynthetic process	trehalose metabolic process	establishment or maintenance of cell polarity	conidium formation	regulation of transcription	actin cortical patch localization	cAMP-dependent protein kinase complex	conidium formation	actin cortical patch localization	regulation of circadian rhythm	protein amino acid phosphorylation	protein secretion	regulation of circadian rhythm	actin cortical patch localization	cAMP-dependent protein kinase activity	protein secretion	protein amino acid phosphorylation	regulation of glycogen biosynthetic process	regulation of transcription	cAMP-dependent protein kinase complex	conidium formation	cAMP-dependent protein kinase activity	regulation of transcription	protein secretion	cAMP-dependent protein kinase complex	protein amino acid phosphorylation	cAMP-dependent protein kinase activity	actin cortical patch localization	actin cortical patch localization	trehalose metabolic process	regulation of glycogen biosynthetic process	regulation of transcription	regulation of circadian rhythm	conidium formation	protein secretion	cAMP-dependent protein kinase complex	cAMP-dependent protein kinase activity	protein amino acid phosphorylation"	
NCU05506	supercont10.6	1690749	1691158	-	968.090909090909	hypothetical protein			
NCU09404	supercont10.7	3028267	3028954	+	967.857142857143	hypothetical protein			
NCU06950	supercont10.7	3376325	3379312	+	967.72972972973	hypothetical protein			
NCU10910	supercont10.7	2769132	2772323	-	967.717948717949	hypothetical protein			
NCU03875	supercont10.6	2639764	2643832	-	967.708333333333	chromatin remodelling complex ATPase chain ISW1	"GO:0016584	GO:0016584	GO:0006338	GO:0031491	GO:0016887	GO:0006354	GO:0045944	GO:0003677	GO:0031491	GO:0016887	GO:0016587	GO:0045944	GO:0045944	GO:0006354	GO:0006338	GO:0016584	GO:0006338	GO:0003677	GO:0006354	GO:0006354	GO:0003677	GO:0016887	GO:0031491	GO:0003677	GO:0006338	GO:0016587	GO:0016584	GO:0016587	GO:0031491	GO:0016887	GO:0006354	GO:0006354	GO:0016587	GO:0016887	GO:0016584	GO:0003677	GO:0031491	GO:0045944	GO:0006338	GO:0045944	GO:0031491	GO:0016587	GO:0016584	GO:0016587	GO:0016887	GO:0016887	GO:0031491	GO:0003677	GO:0003677	GO:0006354	GO:0045944	GO:0016584	GO:0006338	GO:0003677	GO:0016887	GO:0031491	GO:0016587	GO:0045944	GO:0016587	GO:0006338	GO:0016584	GO:0045944	GO:0006354	GO:0031491	GO:0003677	GO:0016584	GO:0045944	GO:0006338	GO:0016587	GO:0016887	GO:0006338	GO:0006354"	"nucleosome positioning	nucleosome positioning	chromatin remodeling	nucleosome binding	ATPase activity	RNA elongation	positive regulation of transcription from RNA polymerase II promoter	DNA binding	nucleosome binding	ATPase activity	ISW1 complex	positive regulation of transcription from RNA polymerase II promoter	positive regulation of transcription from RNA polymerase II promoter	RNA elongation	chromatin remodeling	nucleosome positioning	chromatin remodeling	DNA binding	RNA elongation	RNA elongation	DNA binding	ATPase activity	nucleosome binding	DNA binding	chromatin remodeling	ISW1 complex	nucleosome positioning	ISW1 complex	nucleosome binding	ATPase activity	RNA elongation	RNA elongation	ISW1 complex	ATPase activity	nucleosome positioning	DNA binding	nucleosome binding	positive regulation of transcription from RNA polymerase II promoter	chromatin remodeling	positive regulation of transcription from RNA polymerase II promoter	nucleosome binding	ISW1 complex	nucleosome positioning	ISW1 complex	ATPase activity	ATPase activity	nucleosome binding	DNA binding	DNA binding	RNA elongation	positive regulation of transcription from RNA polymerase II promoter	nucleosome positioning	chromatin remodeling	DNA binding	ATPase activity	nucleosome binding	ISW1 complex	positive regulation of transcription from RNA polymerase II promoter	ISW1 complex	chromatin remodeling	nucleosome positioning	positive regulation of transcription from RNA polymerase II promoter	RNA elongation	nucleosome binding	DNA binding	nucleosome positioning	positive regulation of transcription from RNA polymerase II promoter	chromatin remodeling	ISW1 complex	ATPase activity	chromatin remodeling	RNA elongation"	
